1900,157,239,157
1900,22,240,22
1910,163,241,163
1910,159,242,159
1920,162,243,162
1920,145,244,145
1930,28,245,28
1940,175,246,175
1940,33,247,33
1950,102,248,102
1950,174,249,174
1950,72,250,72
1970,185,251,185
1990,98,252,98
2030,166,253,166
2040,104,254,104
2050,146,255,146
2050,188,256,188
2050,135,257,135
2060,197,258,197
2070,198,259,198
2070,170,260,170
2120,51,261,51
2130,161,262,161
2180,196,263,196
2180,203,264,203
2200,199,265,199
2250,169,266,169
2280,67,267,67
2300,64,268,64
2350,122,269,122
2350,17,270,17
2360,118,271,118
2370,189,272,189
2410,70,273,70
2480,128,274,128
2480,40,275,40
2510,115,276,115
2510,136,277,136
2750,71,278,71
2840,124,279,124
2860,48,280,48
2890,193,281,193
2890,69,282,69
2900,171,283,171
2930,133,284,133
2960,141,285,141
2960,204,286,204
2960,210,287,210
2960,132,288,132
2970,180,289,180
2980,219,290,219
2990,92,291,92
3000,215,292,215
3000,142,293,142
3010,225,294,225
3110,222,295,222
3250,1,296,1
3260,82,297,82
3350,221,298,221
3370,231,299,231
3390,214,300,214
3470,72,301,72
3480,144,302,144
3480,217,303,217
3480,33,304,33
3520,243,305,243
3580,247,306,247
3590,34,307,34
3600,238,308,238
3600,160,309,160
3610,162,310,162
3610,196,311,196
3610,233,312,233
3610,244,313,244
3640,149,314,149
3660,145,315,145
3670,250,316,250
3870,198,317,198
3950,259,318,259
3970,135,319,135
3980,257,320,257
4000,255,321,255
4060,146,322,146
4070,166,323,166
4100,253,324,253
4110,252,325,252
4120,267,326,267
4150,170,327,170
4180,260,328,260
4190,64,329,64
4200,161,330,161
4220,262,331,262
4230,263,332,263
4250,199,333,199
4260,98,334,98
4400,270,335,270
4410,264,336,264
4550,17,337,17
4650,203,338,203
4650,268,339,268
4700,265,340,265
4710,169,341,169
4750,189,342,189
4760,266,343,266
4760,115,344,115
4770,118,345,118
4770,122,346,122
4770,271,347,271
4770,276,348,276
4770,269,349,269
4780,272,350,272
4780,275,351,275
4780,70,352,70
4810,67,353,67
4820,273,354,273
4820,274,355,274
4860,128,356,128
